
Analyzing signals_history_1b_2023.json
Total signals in file: 1127
Score filter: 5-7
Holding period: 365 days
Stop loss: -60%
Signals after score filter: 960
Loaded price data for 517/517 tickers

--- STRICT VALIDATION RESULTS ---
Valid trades: 960
Dropped - no entry price: 0
Dropped - insufficient coverage (data gaps): 0
Total dropped: 0 (0.0% of filtered signals)

================================================================================
STRICT ANALYSIS: signals_history_1b_2023.json
================================================================================

Data Quality:
  Total signals:     1127
  After score filter: 960
  Valid trades:      960 (100.0%)
    - Closed:        571 (stop_loss or 12M exit)
    - Open:          389 (still holding, using latest price)
  Dropped (total):   0 (0.0%)
    - No entry price:  0
    - Data gaps:       0 (insufficient coverage in holding period)

Performance - CLOSED trades only (571 trades):
  Avg Return:    +44.6%
  Win Rate:      68.5%

Performance - ALL trades including OPEN (960 trades):
  Avg Return:    +41.7%
  Win Rate:      68.3% (656W / 304L)
  Avg Win:       +70.0%
  Avg Loss:      -19.5%
  Best:          +712.0%
  Worst:         -60.0%

Exit Reasons (closed trades):
  Stop Loss (-25%): 21 (3.7% of closed)
  Time (12M):       550 (96.3% of closed)

All Trades (960):
Entry        Exit         Ticker   Score     Entry$      Exit$     Return   Days Reason    
2025-03-05   2026-01-20   DB           6      23.88      37.49    +57.0%    321 open      
2025-03-05   2026-01-20   XPEV         6      21.66      20.00     -7.7%    321 open      
2025-03-05   2026-01-20   NTNX         6      77.10      43.21    -44.0%    321 open      
2025-03-05   2026-01-20   GRFS         6       8.71       8.64     -0.8%    321 open      
2025-03-05   2026-01-20   NXST         6     169.63     211.76    +24.8%    321 open      
2025-03-05   2026-01-20   BUD          5      62.23      68.89    +10.7%    321 open      
2025-03-05   2026-01-20   LYG          5       3.90       5.50    +41.0%    321 open      
2025-03-05   2026-01-20   ONC          5     262.21     334.28    +27.5%    321 open      
2025-03-12   2026-01-20   ING          7      19.96      28.22    +41.4%    314 open      
2025-03-12   2026-01-20   DB           7      23.39      37.49    +60.3%    314 open      
2025-03-12   2026-01-20   TAK          6      14.93      16.15     +8.2%    314 open      
2025-03-12   2026-01-20   CACI         6     370.02     629.14    +70.0%    314 open      
2025-03-12   2026-01-20   BJ           6     108.56      92.17    -15.1%    314 open      
2025-03-12   2026-01-20   ALGM         6      24.94      32.97    +32.2%    314 open      
2025-03-12   2026-01-20   BBVA         5      13.96      24.09    +72.6%    314 open      
2025-03-12   2026-01-20   GFI          5      20.18      52.89   +162.1%    314 open      
2025-03-12   2026-01-20   NOK          5       5.20       6.41    +23.3%    314 open      
2025-03-19   2026-01-20   TIGO         6      31.22      58.28    +86.7%    307 open      
2025-03-19   2026-01-20   MUFG         5      14.30      18.28    +27.8%    307 open      
2025-03-19   2026-01-20   FNV          5     154.25     253.17    +64.1%    307 open      
2025-03-19   2026-01-20   LUV          5      33.60      42.38    +26.1%    307 open      
2025-03-19   2026-01-20   AG           5       7.25      22.46   +209.8%    307 open      
2025-03-26   2026-01-16   EXEEZ        7     103.33      97.50     -5.6%    296 open      
2025-03-26   2026-01-20   ROKU         6      77.87     102.75    +32.0%    300 open      
2025-03-26   2026-01-20   AU           5      35.56     106.84   +200.4%    300 open      
2025-03-26   2026-01-20   EXEEL        5      99.21      89.90     -9.4%    300 open      
2025-04-02   2026-01-20   RCB          5      24.79      24.50     -1.2%    293 open      
2025-04-02   2026-01-20   WRB          5      69.75      67.73     -2.9%    293 open      
2025-04-02   2026-01-20   HMY          5      15.12      23.00    +52.1%    293 open      
2025-04-02   2026-01-20   NGD          5       3.62      11.20   +209.4%    293 open      
2025-04-09   2026-01-20   RKT          7      12.75      22.05    +72.9%    286 open      
2025-04-16   2026-01-20   AEM          7     122.54     209.09    +70.6%    279 open      
2025-04-16   2026-01-20   GFI          7      24.67      52.89   +114.4%    279 open      
2025-04-16   2026-01-20   RGLD         7     186.45     277.70    +48.9%    279 open      
2025-04-16   2026-01-20   IAG          7       8.09      19.83   +145.1%    279 open      
2025-04-16   2026-01-20   EGO          7      20.06      42.89   +113.8%    279 open      
2025-04-16   2026-01-20   KLAC         6     642.19    1486.18   +131.4%    279 open      
2025-04-16   2026-01-20   WPM          6      84.76     141.68    +67.2%    279 open      
2025-04-16   2026-01-20   AU           6      45.62     106.84   +134.2%    279 open      
2025-04-16   2026-01-20   ARES         6     139.60     163.16    +16.9%    279 open      
2025-04-16   2026-01-20   FNV          6     172.58     253.17    +46.7%    279 open      
2025-04-23   2026-01-20   TIGO         6      32.50      58.28    +79.3%    272 open      
2025-04-23   2026-01-20   TRI          5     182.01     121.03    -33.5%    272 open      
2025-04-23   2026-01-16   EXEEZ        5      94.25      97.50     +3.4%    268 open      
2025-04-23   2026-01-20   MP           5      22.89      68.38   +198.7%    272 open      
2025-04-30   2026-01-16   CCZ          6      62.95      63.18     +0.4%    261 open      
2025-04-30   2026-01-20   RDDT         6     116.57     225.36    +93.3%    265 open      
2025-04-30   2026-01-20   HAS          6      61.90      85.13    +37.5%    265 open      
2025-04-30   2026-01-20   PONY         6       9.09      15.29    +68.2%    265 open      
2025-04-30   2026-01-20   NFLX         5     113.17      87.26    -22.9%    265 open      
2025-04-30   2026-01-20   CDNS         5     297.74     307.00     +3.1%    265 open      
2025-04-30   2026-01-20   SNOW         5     159.49     206.21    +29.3%    265 open      
2025-04-30   2026-01-20   COHR         5      64.32     193.46   +200.8%    265 open      
2025-04-30   2026-01-20   EFX          5     260.13     208.35    -19.9%    265 open      
2025-04-30   2026-01-20   LITE         5      59.04     356.83   +504.4%    265 open      
2025-05-07   2026-01-20   GTLS         6     150.74     207.33    +37.5%    258 open      
2025-05-07   2025-11-06   DUOL         6     495.56     198.22    -60.0%    183 stop_loss 
2025-05-07   2026-01-20   PONY         6      14.90      15.29     +2.6%    258 open      
2025-05-07   2026-01-20   IRTC         6     136.19     165.60    +21.6%    258 open      
2025-05-07   2026-01-20   HWM          5     157.12     220.36    +40.2%    258 open      
2025-05-07   2026-01-20   APG          5      28.93      42.03    +45.3%    258 open      
2025-05-07   2026-01-20   ULS          5      70.00      72.90     +4.1%    258 open      
2025-05-07   2026-01-20   AEIS         5     109.81     250.95   +128.5%    258 open      
2025-05-07   2026-01-20   ALKS         5      30.38      31.75     +4.5%    258 open      
2025-05-07   2026-01-20   LAUR         5      22.87      34.81    +52.2%    258 open      
2025-05-14   2026-01-20   CDE          7       7.39      22.87   +209.5%    251 open      
2025-05-14   2026-01-20   LYFT         7      16.86      18.20     +7.9%    251 open      
2025-05-14   2026-01-20   PONY         7      17.17      15.29    -10.9%    251 open      
2025-05-14   2026-01-20   ROK          6     307.54     404.00    +31.4%    251 open      
2025-05-14   2026-01-20   PODD         6     321.41     284.25    -11.6%    251 open      
2025-05-14   2026-01-20   AL           6      57.27      64.33    +12.3%    251 open      
2025-05-14   2026-01-20   CRK          6      23.82      22.28     -6.5%    251 open      
2025-05-14   2026-01-20   DIS          5     112.94     110.34     -2.3%    251 open      
2025-05-14   2026-01-20   WTS          5     240.19     289.31    +20.5%    251 open      
2025-05-14   2026-01-20   PAYC         5     257.22     147.48    -42.7%    251 open      
2025-05-21   2026-01-16   EXEEZ        7     107.24      97.50     -9.1%    240 open      
2025-05-21   2026-01-20   EXEL         7      43.72      43.78     +0.1%    244 open      
2025-05-21   2026-01-20   ACHR         7      10.82       8.65    -20.1%    244 open      
2025-05-21   2026-01-20   NTES         6     120.53     137.15    +13.8%    244 open      
2025-05-21   2026-01-20   SE           6     163.26     121.22    -25.8%    244 open      
2025-05-21   2026-01-20   RKT          6      12.24      22.05    +80.1%    244 open      
2025-05-21   2026-01-20   COIN         6     258.99     227.73    -12.1%    244 open      
2025-05-21   2026-01-20   ALAB         6      92.17     183.75    +99.4%    244 open      
2025-05-21   2026-01-20   TME          6      16.99      16.21     -4.6%    244 open      
2025-05-21   2026-01-20   ROKU         6      69.56     102.75    +47.7%    244 open      
2025-05-28   2026-01-20   VOD          7      10.39      13.50    +29.9%    237 open      
2025-05-28   2026-01-20   AS           7      37.73      36.46     -3.4%    237 open      
2025-05-28   2026-01-20   QBTS         7      17.55      27.04    +54.1%    237 open      
2025-05-28   2026-01-20   UEC          7       6.31      18.07   +186.4%    237 open      
2025-05-28   2026-01-20   DY           6     227.24     366.15    +61.1%    237 open      
2025-05-28   2026-01-20   TXNM         6      56.51      59.30     +4.9%    237 open      
2025-05-28   2026-01-20   MIR          6      19.50      26.26    +34.7%    237 open      
2025-05-28   2026-01-20   SNOW         5     204.40     206.21     +0.9%    237 open      
2025-05-28   2026-01-20   KEP          5      11.19      21.45    +91.7%    237 open      
2025-06-04   2026-01-20   VEEV         7     283.57     216.26    -23.7%    230 open      
2025-06-04   2026-01-20   CIG-C        7       2.77       2.68     -3.2%    230 open      
2025-06-04   2026-01-20   HEI          5     300.05     344.52    +14.8%    230 open      
2025-06-04   2026-01-20   LEU          5     141.00     315.92   +124.1%    230 open      
2025-06-11   2026-01-20   PAAS         7      28.66      58.62   +104.5%    223 open      
2025-06-11   2026-01-20   AG           7       8.34      22.46   +169.3%    223 open      
2025-06-11   2026-01-20   BNTX         6     105.46     105.56     +0.1%    223 open      
2025-06-11   2026-01-20   HL           6       6.07      28.24   +365.2%    223 open      
2025-06-11   2026-01-20   CDE          6       9.15      22.87   +149.9%    223 open      
2025-06-11   2026-01-20   GWRE         6     250.75     155.45    -38.0%    223 open      
2025-06-11   2026-01-20   AGX          6     224.31     384.34    +71.3%    223 open      
2025-06-11   2026-01-20   SBSW         5       6.98      17.28   +147.6%    223 open      
2025-06-18   2026-01-20   ORCL         7     210.87     179.92    -14.7%    216 open      
2025-06-18   2026-01-20   MP           7      37.22      68.38    +83.7%    216 open      
2025-06-18   2026-01-20   OKLO         6      62.02      89.93    +45.0%    216 open      
2025-06-18   2026-01-20   EQNR         5      27.82      24.84    -10.7%    216 open      
2025-06-18   2026-01-20   AU           5      48.12     106.84   +122.0%    216 open      
2025-06-18   2026-01-20   CCJ          5      69.67     115.80    +66.2%    216 open      
2025-06-18   2026-01-20   IMO          5      81.12      97.31    +20.0%    216 open      
2025-06-18   2026-01-20   CASY         5     506.31     638.57    +26.1%    216 open      
2025-06-18   2026-01-20   TTMI         5      36.97      97.83   +164.6%    216 open      
2025-06-25   2026-01-20   SATS         7      24.63     122.00   +395.3%    209 open      
2025-06-25   2026-01-20   JBL          7     214.66     246.75    +14.9%    209 open      
2025-06-25   2026-01-20   SYM          6      34.91      63.12    +80.8%    209 open      
2025-06-25   2026-01-20   ASTS         6      49.97     112.44   +125.0%    209 open      
2025-06-25   2026-01-20   ENLT         6      23.46      53.88   +129.7%    209 open      
2025-06-25   2026-01-20   CRK          6      28.33      22.28    -21.4%    209 open      
2025-06-25   2026-01-20   AMD          5     143.40     231.92    +61.7%    209 open      
2025-06-25   2026-01-20   EXEEL        5     114.01      89.90    -21.1%    209 open      
2025-06-25   2026-01-20   APG          5      33.49      42.03    +25.5%    209 open      
2025-07-02   2026-01-20   RKLB         7      35.68      89.16   +149.9%    202 open      
2025-07-02   2026-01-20   NTRS         7     132.06     143.30     +8.5%    202 open      
2025-07-02   2026-01-20   COIN         6     354.45     227.73    -35.8%    202 open      
2025-07-02   2026-01-20   GTLS         6     168.15     207.33    +23.3%    202 open      
2025-07-02   2026-01-20   MIR          6      20.42      26.26    +28.6%    202 open      
2025-07-02   2026-01-20   NEU          6     720.10     635.69    -11.7%    202 open      
2025-07-02   2026-01-20   HWM          5     175.95     220.36    +25.2%    202 open      
2025-07-09   2026-01-20   SYM          6      47.16      63.12    +33.8%    195 open      
2025-07-09   2026-01-20   FSLR         6     165.99     242.11    +45.9%    195 open      
2025-07-09   2026-01-20   IREN         6      16.96      54.26   +219.9%    195 open      
2025-07-09   2026-01-20   BEN          6      24.90      24.84     -0.2%    195 open      
2025-07-09   2026-01-20   PL           6       6.85      28.00   +308.8%    195 open      
2025-07-09   2026-01-20   ORCL         5     235.81     179.92    -23.7%    195 open      
2025-07-09   2026-01-20   HOOD         5      94.54     105.78    +11.9%    195 open      
2025-07-09   2026-01-20   STRK         5     124.50      84.39    -32.2%    195 open      
2025-07-09   2026-01-20   NXT          5      63.92      96.28    +50.6%    195 open      
2025-07-09   2026-01-20   EMBJ         5      57.20      73.39    +28.3%    195 open      
2025-07-16   2026-01-20   RYTM         7      91.44     102.59    +12.2%    188 open      
2025-07-16   2026-01-20   FUTU         6     143.59     170.63    +18.8%    188 open      
2025-07-16   2026-01-20   KTOS         6      54.28     128.68   +137.1%    188 open      
2025-07-16   2026-01-20   JOBY         5      16.33      14.72     -9.9%    188 open      
2025-07-23   2026-01-20   U            7      33.41      41.54    +24.3%    181 open      
2025-07-23   2026-01-20   JOBY         7      17.59      14.72    -16.3%    181 open      
2025-07-23   2026-01-20   RBLX         6     118.63      78.84    -33.5%    181 open      
2025-07-23   2026-01-20   RKLB         6      49.15      89.16    +81.4%    181 open      
2025-07-23   2026-01-20   SYM          6      54.08      63.12    +16.7%    181 open      
2025-07-23   2026-01-20   ONC          6     294.83     334.28    +13.4%    181 open      
2025-07-23   2026-01-20   ASTS         6      58.92     112.44    +90.8%    181 open      
2025-07-23   2026-01-20   TLN          6     339.24     356.66     +5.1%    181 open      
2025-07-30   2026-01-20   BE           7      37.62     151.75   +303.4%    174 open      
2025-07-30   2026-01-20   AMX          6      18.14      20.67    +13.9%    174 open      
2025-07-30   2026-01-20   W            6      65.62     107.89    +64.4%    174 open      
2025-07-30   2026-01-20   FSV          6     197.53     160.92    -18.5%    174 open      
2025-07-30   2026-01-20   TM           5     182.75     220.47    +20.6%    174 open      
2025-07-30   2026-01-20   NEM          5      62.31     118.94    +90.9%    174 open      
2025-07-30   2026-01-20   MFG          5       5.89       8.51    +44.5%    174 open      
2025-07-30   2026-01-20   BR           5     246.68     209.28    -15.2%    174 open      
2025-07-30   2026-01-20   FTI          5      36.76      52.20    +42.0%    174 open      
2025-08-06   2026-01-20   RMBS         7      71.56     110.10    +53.9%    167 open      
2025-08-06   2026-01-20   SANM         7     117.51     174.73    +48.7%    167 open      
2025-08-06   2026-01-20   ZWS          7      44.34      46.25     +4.3%    167 open      
2025-08-06   2026-01-20   GTLS         6     199.00     207.33     +4.2%    167 open      
2025-08-06   2026-01-20   APPF         6     312.37     211.29    -32.4%    167 open      
2025-08-06   2026-01-20   FSS          6     125.36     112.33    -10.4%    167 open      
2025-08-06   2026-01-20   IRTC         6     156.02     165.60     +6.1%    167 open      
2025-08-06   2026-01-20   CVNA         5     354.89     442.29    +24.6%    167 open      
2025-08-06   2026-01-20   EBAY         5      92.54      90.70     -2.0%    167 open      
2025-08-13   2026-01-20   IDXX         7     663.92     686.02     +3.3%    160 open      
2025-08-13   2026-01-20   ALAB         7     193.64     183.75     -5.1%    160 open      
2025-08-13   2026-01-20   SNN          7      36.78      32.17    -12.5%    160 open      
2025-08-13   2026-01-20   PLTR         6     184.37     168.53     -8.6%    160 open      
2025-08-13   2026-01-20   SHOP         6     150.09     144.50     -3.7%    160 open      
2025-08-13   2026-01-20   ANET         6     138.01     127.52     -7.6%    160 open      
2025-08-13   2026-01-20   AU           6      55.79     106.84    +91.5%    160 open      
2025-08-13   2026-01-20   GFI          6      30.24      52.89    +74.9%    160 open      
2025-08-20   2026-01-20   MRCY         7      64.54      97.10    +50.4%    153 open      
2025-08-20   2026-01-20   SE           6     178.74     121.22    -32.2%    153 open      
2025-08-20   2026-01-20   BE           6      44.51     151.75   +240.9%    153 open      
2025-08-20   2026-01-20   INSM         6     129.45     163.51    +26.3%    153 open      
2025-08-20   2026-01-20   TKO          6     182.61     203.41    +11.4%    153 open      
2025-08-20   2026-01-20   EQX          6       7.75      15.64   +101.8%    153 open      
2025-08-20   2026-01-20   GIL          6      54.60      63.33    +16.0%    153 open      
2025-08-20   2026-01-20   LMND         6      55.75      78.24    +40.3%    153 open      
2025-08-20   2026-01-20   REZI         6      32.05      35.85    +11.9%    153 open      
2025-08-27   2026-01-20   UI           7     524.31     562.94     +7.4%    146 open      
2025-08-27   2026-01-20   NXT          5      67.69      96.28    +42.2%    146 open      
2025-08-27   2026-01-20   MDGL         5     425.06     504.95    +18.8%    146 open      
2025-08-27   2026-01-20   APLD         5      16.70      35.46   +112.3%    146 open      
2025-08-27   2026-01-20   ROAD         5     121.28     109.25     -9.9%    146 open      
2025-09-03   2026-01-20   AFRM         6      85.31      71.10    -16.7%    139 open      
2025-09-03   2026-01-20   VSAT         6      29.50      41.92    +42.1%    139 open      
2025-09-03   2026-01-20   LITE         5     134.12     356.83   +166.1%    139 open      
2025-09-03   2026-01-20   DCI          5      79.62      99.87    +25.4%    139 open      
2025-09-10   2026-01-20   CIEN         7     129.86     241.21    +85.7%    132 open      
2025-09-10   2026-01-20   CYTK         7      52.00      63.78    +22.7%    132 open      
2025-09-10   2026-01-20   M            7      17.04      21.30    +25.0%    132 open      
2025-09-10   2026-01-20   SNDK         6      73.92     453.12   +513.0%    132 open      
2025-09-10   2026-01-20   CLS          6     253.03     310.76    +22.8%    132 open      
2025-09-10   2026-01-20   KRMN         6      62.22     106.28    +70.8%    132 open      
2025-09-10   2026-01-20   W            6      87.34     107.89    +23.5%    132 open      
2025-09-10   2026-01-20   AVGO         5     369.57     332.60    -10.0%    132 open      
2025-09-17   2026-01-20   WBD          7      17.99      28.24    +57.0%    125 open      
2025-09-17   2026-01-20   APP          6     606.66     565.52     -6.8%    125 open      
2025-09-17   2026-01-20   CPNG         6      33.53      20.48    -38.9%    125 open      
2025-09-17   2026-01-20   SATS         6      71.81     122.00    +69.9%    125 open      
2025-09-17   2026-01-20   ALAB         6     249.38     183.75    -26.3%    125 open      
2025-09-17   2026-01-20   TECK         6      39.66      50.21    +26.6%    125 open      
2025-09-17   2026-01-20   IONQ         6      65.44      50.66    -22.6%    125 open      
2025-09-24   2026-01-20   INTC         7      31.22      48.56    +55.5%    118 open      
2025-09-24   2026-01-20   KTOS         7      81.18     128.68    +58.5%    118 open      
2025-09-24   2026-01-20   LYFT         7      22.06      18.20    -17.5%    118 open      
2025-09-24   2026-01-20   SNPS         6     468.09     510.97     +9.2%    118 open      
2025-09-24   2026-01-20   BE           6      69.18     151.75   +119.4%    118 open      
2025-09-24   2026-01-20   MKSI         6     123.94     210.66    +70.0%    118 open      
2025-09-24   2026-01-20   OKLO         6     131.17      89.93    -31.4%    118 open      
2025-09-24   2026-01-20   SITM         6     293.69     363.13    +23.6%    118 open      
2025-10-01   2026-01-20   BP           6      34.46      35.15     +2.0%    111 open      
2025-10-01   2026-01-20   SBSW         6      11.48      17.28    +50.5%    111 open      
2025-10-01   2026-01-20   EA           5     201.63     204.00     +1.2%    111 open      
2025-10-01   2026-01-20   XEL          5      80.31      76.21     -5.1%    111 open      
2025-10-01   2026-01-20   IREN         5      47.08      54.26    +15.3%    111 open      
2025-10-01   2026-01-20   AG           5      12.26      22.46    +83.2%    111 open      
2025-10-01   2026-01-20   UEC          5      12.99      18.07    +39.1%    111 open      
2025-10-01   2026-01-20   KYMR         5      54.66      68.14    +24.7%    111 open      
2025-10-08   2026-01-20   SNDK         7     131.88     453.12   +243.6%    104 open      
2025-10-08   2026-01-20   RGTI         7      43.23      24.99    -42.2%    104 open      
2025-10-08   2026-01-20   MU           6     196.54     365.00    +85.7%    104 open      
2025-10-08   2026-01-20   AZN          6      85.38      89.94     +5.3%    104 open      
2025-10-08   2026-01-20   TMO          6     536.19     619.01    +15.4%    104 open      
2025-10-08   2026-01-20   HOOD         6     150.87     105.78    -29.9%    104 open      
2025-10-08   2026-01-20   WDC          6     121.18     222.97    +84.0%    104 open      
2025-10-08   2026-01-20   STX          6     224.35     325.99    +45.3%    104 open      
2025-10-08   2026-01-20   VRT          6     167.38     175.18     +4.7%    104 open      
2025-10-15   2026-01-20   AMD          7     238.60     231.92     -2.8%     97 open      
2025-10-15   2026-01-20   IREN         7      67.98      54.26    -20.2%     97 open      
2025-10-15   2026-01-20   PTGX         7      77.68      83.42     +7.4%     97 open      
2025-10-15   2026-01-20   OKLO         6     171.56      89.93    -47.6%     97 open      
2025-10-15   2026-01-20   CMA          6      78.61      93.49    +18.9%     97 open      
2025-10-15   2026-01-20   APLD         6      37.76      35.46     -6.1%     97 open      
2025-10-15   2026-01-20   CIFR         6      21.03      17.92    -14.8%     97 open      
2025-10-15   2026-01-20   WULF         5      15.47      13.33    -13.8%     97 open      
2025-10-22   2026-01-20   SNDK         6     146.95     453.12   +208.3%     90 open      
2025-10-22   2026-01-20   BE           6      94.37     151.75    +60.8%     90 open      
2025-10-22   2026-01-20   ERIC         6       9.51       9.41     -1.1%     90 open      
2025-10-22   2026-01-20   KEP          6      15.35      21.45    +39.7%     90 open      
2025-10-22   2026-01-20   MU           5     198.47     365.00    +83.9%     90 open      
2025-10-22   2026-01-20   MPWR         5    1001.40    1034.49     +3.3%     90 open      
2025-10-22   2026-01-20   EL           5      98.63     114.46    +16.0%     90 open      
2025-10-22   2026-01-20   ASX          5      12.46      18.90    +51.7%     90 open      
2025-10-29   2026-01-20   GM           7      69.13      77.81    +12.6%     83 open      
2025-10-29   2026-01-20   WBD          6      21.34      28.24    +32.3%     83 open      
2025-10-29   2026-01-20   SNDK         6     204.36     453.12   +121.7%     83 open      
2025-10-29   2026-01-20   FIX          6    1010.64    1134.75    +12.3%     83 open      
2025-10-29   2026-01-20   RCI          6      39.78      36.53     -8.2%     83 open      
2025-10-29   2026-01-20   CRS          6     323.48     332.35     +2.7%     83 open      
2025-10-29   2026-01-20   RTO          6      27.50      31.50    +14.5%     83 open      
2025-11-05   2026-01-20   BBIO         7      62.66      77.19    +23.2%     76 open      
2025-11-05   2026-01-20   GSAT         7      51.13      59.85    +17.1%     76 open      
2025-11-05   2026-01-20   KEX          7     106.25     126.90    +19.4%     76 open      
2025-11-05   2026-01-20   WDC          6     160.10     222.97    +39.3%     76 open      
2025-11-05   2026-01-20   NET          6     228.51     177.42    -22.4%     76 open      
2025-11-05   2026-01-20   CCJ          6      95.24     115.80    +21.6%     76 open      
2025-11-05   2026-01-20   CAH          6     196.79     210.37     +6.9%     76 open      
2025-11-12   2026-01-20   SNDK         7     283.10     453.12    +60.1%     69 open      
2025-11-12   2026-01-20   TEVA         7      25.83      31.36    +21.4%     69 open      
2025-11-12   2026-01-20   LITE         7     253.81     356.83    +40.6%     69 open      
2025-11-12   2026-01-20   DD           7      40.79      42.28     +3.7%     69 open      
2025-11-12   2026-01-20   GMED         7      84.71      92.95     +9.7%     69 open      
2025-11-12   2026-01-20   FROG         7      61.67      55.90     -9.4%     69 open      
2025-11-12   2026-01-20   LMND         7      77.00      78.24     +1.6%     69 open      
2025-11-12   2026-01-20   DDOG         6     190.89     117.00    -38.7%     69 open      
2025-11-12   2026-01-20   EXPE         6     273.65     272.15     -0.5%     69 open      
2025-11-12   2026-01-20   COHR         6     156.67     193.46    +23.5%     69 open      
2025-11-19   2026-01-20   ONON         7      43.30      44.12     +1.9%     62 open      
2025-11-19   2026-01-20   TSEM         7      98.53     129.00    +30.9%     62 open      
2025-11-19   2026-01-20   SEE          7      42.25      41.71     -1.3%     62 open      
2025-11-19   2026-01-20   ALB          6     125.68     172.54    +37.3%     62 open      
2025-11-19   2026-01-20   COKE         6     163.66     153.11     -6.4%     62 open      
2025-11-19   2026-01-20   TTEK         6      35.35      36.01     +1.9%     62 open      
2025-11-19   2026-01-20   GSAT         6      59.47      59.85     +0.6%     62 open      
2025-11-19   2026-01-20   LLY          5    1049.60    1041.29     -0.8%     62 open      
2025-11-19   2026-01-20   CSCO         5      78.39      73.35     -6.4%     62 open      
2025-11-19   2026-01-20   B            5      37.73      50.01    +32.5%     62 open      
2025-11-26   2026-01-20   NUVL         6     109.06     105.93     -2.9%     55 open      
2025-11-26   2026-01-20   NTRA         5     237.12     234.85     -1.0%     55 open      
2025-11-26   2026-01-20   GH           5     107.79     114.87     +6.6%     55 open      
2025-11-26   2026-01-20   DY           5     354.96     366.15     +3.2%     55 open      
2025-11-26   2026-01-20   CWAN         5      21.73      24.33    +12.0%     55 open      
2025-12-03   2026-01-20   ALB          7     126.49     172.54    +36.4%     48 open      
2025-12-03   2026-01-20   AMTM         7      28.56      34.39    +20.4%     48 open      
2025-12-03   2026-01-20   AVGO         6     380.61     332.60    -12.6%     48 open      
2025-12-03   2026-01-20   VALE         6      13.30      14.93    +12.3%     48 open      
2025-12-03   2026-01-20   KGC          6      27.13      36.56    +34.8%     48 open      
2025-12-03   2026-01-20   LITE         6     302.98     356.83    +17.8%     48 open      
2025-12-03   2026-01-20   PAAS         6      44.44      58.62    +31.9%     48 open      
2025-12-03   2026-01-20   HL           6      17.36      28.24    +62.7%     48 open      
2025-12-03   2026-01-20   TSEM         6     116.01     129.00    +11.2%     48 open      
2025-12-03   2026-01-20   EQX          6      13.78      15.64    +13.5%     48 open      
2025-12-10   2026-01-20   EXEEL        7     107.54      89.90    -16.4%     41 open      
2025-12-10   2026-01-20   BLTE         7     146.99     160.01     +8.9%     41 open      
2025-12-10   2026-01-20   NXPI         6     230.78     230.70     -0.0%     41 open      
2025-12-10   2026-01-20   MDB          6     427.41     384.82    -10.0%     41 open      
2025-12-10   2026-01-20   ULTA         6     600.65     675.62    +12.5%     41 open      
2025-12-10   2026-01-20   AMKR         6      46.85      49.05     +4.7%     41 open      
2025-12-10   2026-01-20   ARWR         6      68.87      65.28     -5.2%     41 open      
2025-12-10   2026-01-20   TTAN         6     106.97      89.59    -16.2%     41 open      
2025-12-10   2026-01-20   PATH         6      18.69      14.37    -23.1%     41 open      
2025-12-17   2026-01-20   SATS         7     100.89     122.00    +20.9%     34 open      
2025-12-17   2026-01-20   PL           7      16.47      28.00    +70.0%     34 open      
2025-12-17   2026-01-20   CVNA         6     446.23     442.29     -0.9%     34 open      
2025-12-17   2026-01-20   FLEX         6      62.85      64.41     +2.5%     34 open      
2025-12-17   2026-01-20   MIDD         6     144.25     145.28     +0.7%     34 open      
2025-12-17   2026-01-20   CRH          5     123.05     120.86     -1.8%     34 open      
2025-12-17   2026-01-20   ARES         5     168.51     163.16     -3.2%     34 open      
2025-12-24   2026-01-20   INFY         6      18.67      18.21     -2.5%     27 open      
2025-12-24   2026-01-20   CUK          6      31.10      27.77    -10.7%     27 open      
2025-12-24   2026-01-20   RIVN         6      21.13      16.16    -23.5%     27 open      
2025-12-24   2026-01-20   BC           6      75.98      85.02    +11.9%     27 open      
2025-12-24   2026-01-20   MU           5     286.68     365.00    +27.3%     27 open      
2025-12-24   2026-01-20   WIT          5       2.91       2.60    -10.7%     27 open      
2025-12-24   2026-01-16   EXEEZ        5     100.99      97.50     -3.5%     23 open      
2025-12-24   2026-01-20   AA           5      53.63      62.12    +15.8%     27 open      
2025-12-24   2026-01-20   PONY         5      15.68      15.29     -2.5%     27 open      
2025-12-31   2026-01-20   MRK          6     105.26     109.45     +4.0%     20 open      
2026-01-07   2026-01-20   AXSM         7     170.69     184.50     +8.1%     13 open      
2026-01-07   2026-01-20   BIDU         6     146.81     150.02     +2.2%     13 open      
2026-01-07   2026-01-20   FTAI         6     240.63     280.24    +16.5%     13 open      
2026-01-07   2026-01-20   MU           5     339.55     365.00     +7.5%     13 open      
2026-01-07   2026-01-20   NXE          5      10.93      12.00     +9.8%     13 open      
2026-01-14   2026-01-20   SLB          7      46.97      46.45     -1.1%      6 open      
2026-01-14   2026-01-20   AMKR         7      48.67      49.05     +0.8%      6 open      
2026-01-14   2026-01-20   TTC          7      88.45      87.93     -0.6%      6 open      
2026-01-14   2026-01-20   VICR         7     145.32     157.40     +8.3%      6 open      
2026-01-14   2026-01-20   OS           7      23.64      23.62     -0.1%      6 open      
2026-01-14   2026-01-20   INTC         6      48.72      48.56     -0.3%      6 open      
2026-01-14   2026-01-20   REGN         6     754.14     733.78     -2.7%      6 open      
